type,amount,otherPlayer,player,time
Money Transfer,182397,Horde Auction House,Neffer,1575212335
Money Transfer,70000,Neffbankfish,Neffer,1573954330
Money Transfer,51840,Horde Auction House,Neffer,1573225097
Money Transfer,1500000,Nefferbank,Neffer,1575847734
Money Transfer,250000,Neffstorage,Neffer,1573149169
Money Transfer,537588,Horde Auction House,Neffer,1572952083
Money Transfer,755168,Horde Auction House,Neffer,1572922004
Money Transfer,380000,Neffbankench,Neffer,1576102793
Money Transfer,2200000,Nefferbank,Neffer,1576103053
Money Transfer,100000,Nefferbank,Neffer,1572981613
Money Transfer,2195,Horde Auction House,Neffer,1572905350
Money Transfer,200000,Nefferbank,Neffer,1572511543
Money Transfer,80798,Horde Auction House,Neffer,1572852459
Money Transfer,500000,Neffbankench,Neffer,1576376903
Money Transfer,100000,Neffbankherb,Neffer,1576418776
Money Transfer,160000,Nefferbank,Neffer,1576449225
Money Transfer,200000,Neffstorage,Neffer,1576448904
Money Transfer,1930000,Nefferbank,Neffer,1576712712
Money Transfer,100000,Nefferbank,Neffer,1576685199
Money Transfer,100000,Neffbankench,Neffer,1576981849
Money Transfer,500000,Nefferbank,Neffer,1577013981
Money Transfer,230000,Neffbankfish,Neffer,1576686015
Money Transfer,50000,Neffstorage,Neffer,1576418742
Money Transfer,70000,Neffbankfish,Neffer,1577057855
Money Transfer,105000,Horde Auction House,Neffer,1577041087
Money Transfer,740000,Neffbankench,Neffer,1577057652
Money Transfer,100000,Nefferbank,Neffer,1577446882
Money Transfer,104640,Horde Auction House,Neffer,1577366427
Money Transfer,100000,Neffbankfish,Neffer,1577446388
Money Transfer,8000000,Frozbank,Jidask,1577451994
Money Transfer,200000,Nefferbank,Neffer,1577057560
Money Transfer,150000,Nefferbank,Neffer,1577536823
Money Transfer,320000,Neffbankench,Neffer,1577537961
Money Transfer,280000,Neffstorage,Neffer,1576625097
Money Transfer,250000,Neffstorage,Neffer,1576541365
Money Transfer,120000,Nefferbank,Neffer,1576541417
Money Transfer,650000,Neffbankench,Neffer,1577644109
Money Transfer,1370000,Neffbankench,Neffer,1577658091
Money Transfer,120000,Neffbankherb,Neffer,1576541455
Money Transfer,300000,Confused,Neffer,1576418609
Money Transfer,200000,Neffbankfish,Neffer,1576377034
Money Transfer,100000,Neffbankench,Neffer,1572252170
Money Transfer,90000,Neffbankench,Neffer,1577887323
Money Transfer,200000,Neffbankherb,Neffer,1572252082
Money Transfer,1050000,Nefferbank,Neffer,1577987177
Money Transfer,1000000,Nefferbank,Neffer,1572375717
Money Transfer,1800000,Nefferbank,Neffer,1578006242
Money Transfer,150000,Neffbankherb,Nefferbank,1572291627
Money Transfer,800000,Neffbankfish,Neffer,1578249935
Money Transfer,100000,Neffbankherb,Neffer,1578249984
Money Transfer,400000,Nefferbank,Neffer,1578426342
Money Transfer,500000,Nefferbank,Marnaa,1593261729
Money Transfer,300000,Nefferbank,Confused,1593170142
Money Transfer,100000,Nefferbank,Neffer,1578594729
Money Transfer,400000,Gundao,Frozengold,1593133387
Money Transfer,400000,Neffer,Frozengold,1593132559
Money Transfer,1000000,Neffbankfish,Neffer,1578709186
Money Transfer,600000,Neffbankfish,Neffer,1578594493
Money Transfer,200000,Neffbankench,Neffer,1578425827
Money Transfer,1900000,Neffbankfish,Neffer,1578438319
Money Transfer,200000,Nefferbank,Neffer,1578869196
Money Transfer,500000,Neffbankherb,Neffer,1578905482
Money Transfer,62955,Horde Auction House,Neffer,1578775036
Money Transfer,39590,Horde Auction House,Neffer,1578865275
Money Transfer,19797,Horde Auction House,Neffer,1578861619
Money Transfer,500000,Nefferbank,Neffer,1578965079
Money Transfer,46300,Horde Auction House,Neffer,1578885567
Money Transfer,350000,Neffbankherb,Neffer,1578965254
Money Transfer,750000,Neffbankfish,Neffer,1578941620
Money Transfer,250000,Neffbankfish,Neffer,1579199861
Money Transfer,300000,Neffbankfish,Neffer,1579200296
Money Transfer,300000,Nefferbank,Neffer,1579201240
